"Pedido";"Tipo Ato";"Quantidade";"Data Pedido";"Data Referência";"Total Emolumento";"Total Base Cálculo";"Total Taxa";"Total Fundesp"
"14584830";"2144 - 63 A X - Escritura completa, sobre o valor econômico do ato - até R$ 65380,92";"3";"03/02/2026";"03/02/2026";"R$ 5.188,50";"R$ 5.188,50";"R$ 172,62";"R$ 518,85";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 155,66";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 311,31"
"14601596";"3089 - 93 IX - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 6538,10";"5";"05/02/2026";"05/02/2026";"R$ 1.512,40";"R$ 1.512,40";"R$ 0,00";"R$ 151,25";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 45,37";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 90,74"
"14607656";"3090 - 93 X - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 13076,18";"1";"06/02/2026";"06/02/2026";"R$ 458,36";"R$ 458,36";"R$ 0,00";"R$ 45,84";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 13,75";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 27,50"
"14604269";"3091 - 93 XI - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 26152,37";"1";"05/02/2026";"05/02/2026";"R$ 604,96";"R$ 604,96";"R$ 0,00";"R$ 60,50";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 18,15";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 36,30"
"14547375";"3093 - 94 - Intimação, por pessoa, exceto quando os intimados tiverem o mesmo endereço";"47";"02/02/2026";"02/02/2026";"R$ 349,21";"R$ 349,21";"R$ 0,00";"R$ 34,78";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 10,48";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 20,95"
"14587043";"3109 - 98 - Certidões ou traslados (Protesto de Título)";"3";"03/02/2026";"03/02/2026";"R$ 172,59";"R$ 172,59";"R$ 59,97";"R$ 17,25";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 5,18";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 10,36"
"14599779";"3116 - Apontamentos – Protocolização de títulos e outros documentos de dívidas para protestos (pagamento posterior)";"45";"05/02/2026";"05/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14552281";"3116 - Apontamentos – Protocolização de títulos e outros documentos de dívidas para protestos (pagamento posterior)";"45";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14590786";"3116 - Apontamentos – Protocolização de títulos e outros documentos de dívidas para protestos (pagamento posterior)";"45";"03/02/2026";"03/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14605229";"3116 - Apontamentos – Protocolização de títulos e outros documentos de dívidas para protestos (pagamento posterior)";"45";"06/02/2026";"06/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14614277";"3116 - Apontamentos – Protocolização de títulos e outros documentos de dívidas para protestos (pagamento posterior)";"22";"10/02/2026";"10/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14617476";"3117 - 93 I - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 65,38 (pagamento posterior)";"0";"10/02/2026";"10/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14604509";"3117 - 93 I - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 65,38 (pagamento posterior)";"1";"06/02/2026";"06/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14547414";"3117 - 93 I - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 65,38 (pagamento posterior)";"1";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14606877";"3117 - 93 I - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 65,38 (pagamento posterior)";"1";"06/02/2026";"06/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14605327";"3117 - 93 I - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 65,38 (pagamento posterior)";"1";"06/02/2026";"06/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14599459";"3118 - 93 II - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 130,76  (pagamento posterior)";"6";"04/02/2026";"04/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14601617";"3119 - 93 III - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 261,52 (pagamento posterior)";"8";"05/02/2026";"05/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14577592";"3120 - 93 IV - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 392,29 (pagamento posterior)";"14";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14577156";"3121 - 93 V - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 523,05 (pagamento posterior)";"14";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14577048";"3122 - 93 VI - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 653,80 (pagamento posterior)";"9";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14547425";"3123 - 93 VII - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 1307,62 (pagamento posterior)";"24";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14577590";"3124 - 93 VIII - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 2615,24 (pagamento posterior)";"40";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14577591";"3125 - 93 IX - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 6538,10 (pagamento posterior)";"13";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14607658";"3126 - 93 X - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 13076,18 (pagamento posterior)";"1";"06/02/2026";"06/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14604270";"3127 - 93 XI - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 26152,37 (pagamento posterior)";"1";"05/02/2026";"05/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14599858";"3129 - 94 - Intimação, por pessoa, exceto quando os intimados tiverem o mesmo endereço (pagamento posterior)";"49";"05/02/2026";"05/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14605443";"3129 - 94 - Intimação, por pessoa, exceto quando os intimados tiverem o mesmo endereço (pagamento posterior)";"49";"06/02/2026";"06/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14614315";"3129 - 94 - Intimação, por pessoa, exceto quando os intimados tiverem o mesmo endereço (pagamento posterior)";"18";"10/02/2026";"10/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14552708";"3129 - 94 - Intimação, por pessoa, exceto quando os intimados tiverem o mesmo endereço (pagamento posterior)";"49";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14595801";"3129 - 94 - Intimação, por pessoa, exceto quando os intimados tiverem o mesmo endereço (pagamento posterior)";"49";"04/02/2026";"04/02/2026";"R$ 0,00";"R$ 0,00";"R$ 0,00";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14577081";"3131 - Apontamentos – Protocolização de títulos e outros documentos de dívidas para protestos (pagamento diferido com acréscimo de 50%)";"30";"02/02/2026";"02/02/2026";"R$ 0,00";"R$ 0,00";"R$ 552,90";"R$ 0,00";"Funemp art. 15, V da Lei 19.191/15: R$ 0,00";"Funcomp art. 15, VI da Lei 19.191/15: R$ 0,00"
"14605850";"3132 - 93 I - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 65,38 (pagamento diferido com acréscimo de 50%)";"3";"06/02/2026";"06/02/2026";"R$ 75,06";"R$ 75,06";"R$ 0,00";"R$ 7,50";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 2,25";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 4,50"
"14596482";"3133 - 93 II - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 130,76  (pagamento diferido com acréscimo de 50%)";"2";"04/02/2026";"04/02/2026";"R$ 72,40";"R$ 72,40";"R$ 0,00";"R$ 7,24";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 2,17";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 4,34"
"14577101";"3134 - 93 III - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 261,52 (pagamento diferido com acréscimo de 50%)";"3";"02/02/2026";"02/02/2026";"R$ 200,40";"R$ 200,40";"R$ 0,00";"R$ 20,04";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 6,01";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 12,02"
"14590865";"3135 - 93 IV - Protesto completo de título de crédito, compreendendo apontamento, instrumento e seu registro, sobre o valor de até R$ 392,29 (pagamento diferido com acréscimo de 50%)";"2";"03/02/2026";"03/02/2026";"R$ 205,98";"R$ 205,98";"R$ 0,00";"R$ 20,60";"Funemp art. 15, V da Lei 19.191/15 # 3.0%: R$ 6,18";"Funcomp art. 15, VI da Lei 19.191/15 # 6.0%: R$ 12,36"
